Label,Scammer,scam type,trick type,attack type,reason
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,,
0,You got job in wipro:)you will get every thing in life in 2 or 3 years.,,,,
0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,,
0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,,
1,URGENT: Your PayPa1 account has been compromized! Click here to secure your account and avoide suspention https://paypa1.com/secure,Phishing,"Scarcity, Using High-Pressure Sales Tactics","Intentional spelling mistakes, Homograph Attack","[""Uses scarcity tactic with 'URGENT' to create a sense of panic"", ""Employs high-pressure sales tactics with 'avoide suspention'"", ""Intentional spelling mistake in 'compromized' and 'avoide'"", ""Homograph attack with 'PayPa1' instead of 'PayPal'"", 'Suspicious URL that may be phishing for login credentials']"
1,Sir the current market price of the phone having the same features is more than one lakh but we are selling the same for just Rs 50000/-.You will receive a cashback of Rs 25000/- Sir that offer is valid for the next 50 minutes and only a few phones are left in stock. You must place an order immediately and make payment to avail the offer.,,,,
0,I dunno until when... Lets go learn pilates...,,,,
0,I will see in half an hour,,,,
0,S...i will take mokka players only:),,,,
1,"We have an exclusive limited-time offer just for you. To avail, transfer the required amount to the following account: Account Number - 9876543210, Account Name: HUGIE Insurance Firm. Rest assured, our agent will personally deliver your policy documents to your doorstep within seven days.",,,,
1,"Dear STAFF, I'm a Human Resources manager. You've been identified for a remote opportunity. Start earning up to Rs. 20,000 daily.http://wa.me/1111111111. Regards STRAWBERRYLO",,,,
0,Was the farm open?,,,,
0,"Haha, that was the first person I was gonna ask",,,,
0,Where you. What happen,,,,
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,,
0,Many times we lose our best ones bcoz we are ,,,,
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,,
0,That's one of the issues but california is okay. No snow so its manageable,,,,
1,URGENT: Your Bank of Amercia acount has been temporarly suspended due to suspisious activty. Click this link to verify your informations and reactivate your acount: http://bit.ly/bofa-verify,Phishing,"Authority, Social Engineering",Intentional spelling mistakes,"['Uses a sense of urgency to create a false sense of panic', 'Claims to be from a legitimate authority (Bank of America) to gain trust', ""Contains intentional spelling mistakes (e.g. 'temporarly', 'suspisious', 'informations') to appear legitimate"", 'Asks the user to click on a suspicious link to provide sensitive information', 'The link is shortened using a URL shortener, making it difficult to determine the destination']"
0,"Trust me. Even if isn't there, its there.",,,,
0,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",,,,
1,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",,,,
0,"Nope, I'm still in the market",,,,
0,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,,,,
0,"Dear valued customer, You have been selected by the Federal Trade Commission (FTC) to participate in a free 30-day trial of our premium identity theft protection service. To learn more and enroll, please visit our website at ftc.gov or call us at 1-877-FTC-HELP.",Phishing,"Authority, Making Unsolicited Offers of Free Trials or Services","Homograph Attack, Intentional spelling mistakes","['The message does not contain intentional spelling mistakes.', 'The link is a legitimate government website (ftc.gov) and not a homograph attack.', 'The message provides an alternative way to enroll (phone number) instead of relying solely on a link.', 'The message is transparent about the offer and does not create a sense of urgency.']"
0,Are you this much buzy,,,,
0,Alert! Your PayPal account has been flagged for unusual activity. Click here to review and secure your account immediately https://www.paypal.com/security or call us at 1-888-221-1161 for assistance.,Phishing,"Scarcity, Making False Threats","Intentional spelling mistakes, Homograph Attack","['It uses the official PayPal URL and phone number', 'It does not make false threats, but rather alerts the user to a potential issue', 'It does not create a sense of urgency to click on a suspicious link', 'It provides a legitimate alternative to contact the company directly']"
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),,,,
0,And popping &lt;#&gt; ibuprofens was no help.,,,,
0,Where r we meeting?,,,,
0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",,,,
0,"Cool, text me when you head out",,,,
0,Ok... Take ur time n enjoy ur dinner...,,,,
0,"K give me a sec, breaking a  &lt;#&gt;  at cstore",,,,
0,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,,,,
0,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,,,,
0,"Goodmorning,my grandfather expired..so am on leave today.",,,,
0,Text her. If she doesnt reply let me know so i can have her log in,,,,
0,Ya srsly better than yi tho,,,,
0,Paid Rs.616 to Zomato media Private L... from Paytm Balance. Updated Balance: Paytm Wallet- Rs 254.95. More Details: https://paytm.me/aS-wI4g,,,,
1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,,
1,"Hi there, I'm calling from 123 Resort regarding your inquiry about bookings on our",,,,
0,Are you going to write ccna exam this week??,,,,
0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,,,,
0,I'm in inside office..still filling forms.don know when they leave me.,,,,
0,Jesus armand really is trying to tell everybody he can find,,,,
0,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,,,,
0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,,
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,,,,
0,"What i mean was i left too early to check, cos i'm working a 9-6.",,,,
0,Don know. I did't msg him recently.,,,,
0,Sorry I m in a urgent meeting,,,,
1,"Attention: Your account was activated under a promotional offer with a reduced fee. If you wish to opt-out, I can deactivate it swiftly. Kindly share the OTP you'll receive shortly for online deactivation.",,,,
1,Hello there! I attempted to transfer the funds a while ago but encountered difficulties. To resolve this I'll be sending you a QR code via email. Please scan the code at your earliest convenience to facilitate the transfer.,,,,
0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,,,,
0,Lol wtf random. Btw is that your lunch break,,,,
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,,
0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,,
0,I like to talk pa but am not able to. I dont know y.,,,,
0,Aight should I just plan to come up later tonight?,,,,
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,,
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,,
0,Howz pain?hope u r fine..,,,,
1,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,,
0,Ü dun wan to watch infernal affair?,,,,
0,Ranjith cal drpd Deeraj and deepak 5min hold,,,,
0,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,,,,
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,,,,
0,Thanks for picking up the trash.,,,,
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,,
0,"Sorry, I can't help you on this.",,,,
0,Wot is u up 2 then bitch?,,,,
0,I liked the new mobile,,,,
0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,,,,
0,How much for an eighth?,,,,
0,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,,
0,This pain couldn't have come at a worse time.,,,,
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,,
0,"Dude u knw also telugu..thts gud..k, gud nyt..",,,,
0,"Ok., is any problem to u frm him? Wats matter?",,,,
0,"Nah can't help you there, I've never had an iphone",,,,
0,Can you just come in for a sec? There's somebody here I want you to see,,,,
0,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,,,,
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,,
1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",,,,
0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,,,,
0,I want to be inside you every night...,,,,
0,My uncles in Atlanta. Wish you guys a great semester.,,,,
1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,,,,
0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,,
0,Yeah just open chat and click friend lists. Then make the list. Easy as pie,,,,
0,Kothi print out marandratha.,,,,
0,Carlos'll be here in a minute if you still need to buy,,,,
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,,
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,,
0,"To view statement of A/c in Folio 1038074608 click https://cams.co.in/9qT9EiAoU2M. Instructions for opening the stmt, click https://bit.ly/2kuenAT. ABSLMF.",,,,
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",,,,
1,Immediate Action Required: Failure to update your KYC details within the next 48 hours will lead to account suspension. Verify your information now at http://verifyKYCdetails.HSBCbank.com to prevent any inconvenience.,,,,
0,"Dear Customer, Congratulations on activating iMobile Pay, Mobile banking app from ICICI bank. If you have not activated it, please call Customer Care. As a security measure, the transaction limit for first 24 hours will be Rs.10,000.",,,,
0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",,,,
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,,,,
0,What class of  &lt;#&gt;  reunion?,,,,
0,What time is ur flight tmr?,,,,
1,Good day! It's Natasha from UV. We're excited to let you know that you've won Rs. 10 Lakh in our giveaway! The jackpot details have been sent your way. Don't hesitate to contact the number provided to claim your prize.,,,,
0,I could ask carlos if we could get more if anybody else can chip in,,,,
1,Sir thank you for registering with our agency. We have gone through your CV and you are selected for the work from home job. You need to provide your Aadhaar and PAN card details. You will also have to fill up some forms and sign some documents as per our company policy.Thank you. I will fill all the forms and send you my address proof and PAN card details.,,,,
0,Long time. You remember me today.,,,,
0,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,,
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,,
1,URGENT: Your account at paypa1.com has been compromised! Click this link to secure your funds: https://paypa1.com/verify?id=123456,Phishing,"Scarcity, Using Psychological Manipulation",Homograph Attack,"['Urgency is created to prompt immediate action', 'Homograph attack used to deceive the user (paypa1.com instead of paypal.com)', 'Psychological manipulation to create fear of loss', 'Suspicious link provided to steal login credentials', 'Lack of personalization (generic message)']"
1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,,
1,This message is brought to you by GMW Ltd. and is not connected to the,,,,
0,"Sounds good, keep me posted",,,,
1,Hi Raju. I am Rohit from the Human Resource from THE BOYS Company department of THE BOYS Company You are selected for a managerial job in our company based on your application . You just  need to pay a one-time registration fee of Rs 5000 as a security deposit for the office laptop. Since it is a work from home job we will courier you the laptop.,,,,
0,Hi da:)how is the todays class?,,,,
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,,
0,"Dear Customer, stmt for Credit Card XX3005 has been sent to nitesh.goyal13@gmail.com. Total amt of Rs. 17753 or Min. amt of Rs. 990 is due by 06-OCT-20.",,,,
0,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,,,,
0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",,,,
0,"Dear Neha Gupta, You have been vaccinated with second dose of COVID-19. This message is from Union Ministry of Health and Family Welfare for obtaining your feedback on COVID-19 vaccination. You may provide your feedback by clicking on https://ras.gov.in/cowin/ufbk/ov7a9261035?lang=1000 Vaccination certificate can be downloaded through Co-WIN service on UMANG App. - Digital India Corporation",,,,
0,"Set your alarms! We are DROPPING DEALS like HOT sauce! FLASH SALE on Makeup, Skin, Hair & Personal Care @ Nykaa's HOT PINK Sale from 6-9 PM ONLY 1kx.in/cEI63n",,,,
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,,,,
0,URGENT: Your library account is about to expire! Renew now to avoid suspension: http://bit.ly/renewlib,Phishing,"Scarcity, Urgency",Intentional spelling mistakes,"[""It's from a trusted source (library)"", 'The link is likely to be a legitimate library website', 'The message is about a specific service (library account) that the recipient is likely to be aware of', 'The tone is urgent but not threatening', 'There is no request for sensitive information']"
0,URGENT: We've detected unusual activity on your PayPal account! Click this link to review and secure your transactions: https://www.paypal.com/verify?id=ABC123,Phishing,"Scarcity, Using Psychological Manipulation",Homograph Attack,"[""The domain 'paypal.com' is legitimate and matches the company's official website"", 'The message is warning about unusual activity, not claiming a compromise', 'The link provided is from the official PayPal domain, not a homograph attack', 'The tone is urgent but not trying to create panic or fear']"
0,"Ta-Daaaaa! I am home babe, are you still up ?",,,,
0,Oh yeah clearly it's my fault,,,,
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,,
1,Hi there! I'm contacting you from the rural development department regarding your FARMER scheme account. We've noticed that your account details are outdated leading to Rs. 13000 in unused subsidy funds. To rectify this you can update your information directly on our official website at bit.ly//ruraldev/farmersupport or I can assist you if you provide me with your details.,,,,
0,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,,,,
1,URGENT: Your Bank Accnt has been compromized! Click on this link to verify your detials befor its too late! https://bit.ly/3xYzWd,Phishing,"Scarcity, Creating a Sense of Fear",Intentional spelling mistakes,"['Urgency is created to prompt immediate action', ""Spelling mistakes are intentional (e.g. 'compromized' instead of 'compromised', 'detials' instead of 'details')"", 'The message tries to create fear by stating the account has been compromised', 'The link provided is suspicious and may be malicious', 'The message asks for sensitive information (account details)']"
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,,,,
1,Well done Ishan! Your prize is awaiting delivery. Before we proceed there's a delivery fee of Rs. 1150 required. Please refer to your messaging app for our account details and make the payment. Let me know once it's done.,,,,
0,I asked you to call him now ok,,,,
0,"Dad wanted to talk about the apartment so I got a late start, omw now",,,,
0,"URGENT: We've noticed unusual activity on your Apple account! Click here to review and secure your account: https://apple.com/security-check. As a valued customer, you're eligible for 20% off your next purchase.",Phishing,"Authority, Using Fake Limited-Time Discounts","Homograph Attack, Intentional spelling mistakes","['The message is from a legitimate source (Apple) and the link is to an official Apple domain.', 'The message is warning about unusual activity, not claiming the account is compromised.', 'The offer of 20% off is not the primary focus of the message, but rather a bonus for being a valued customer.', 'There are no intentional spelling mistakes or homograph attacks in the message.']"
1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,,,,
0,"K so am I, how much for an 8th? Fifty?",,,,
0,Reason is if the team budget is available at last they buy the unsold players for at base rate..,,,,
1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,,
0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,,,,
1,"URGENT: Your account at paypa1.com has been compromised. Click this link to secure your funds: https://paypa1.com/verify?id=123456. If you don't act now, your account will be suspended.",Phishing,"Scarcity, Creating a Sense of Scarcity",Homograph Attack,"['Uses a sense of urgency to create a false sense of scarcity', ""Uses a homograph attack by replacing 'paypal' with 'paypa1' to trick the user"", 'Asks the user to click on a suspicious link', 'Threatens account suspension to create fear', 'The URL does not match the official PayPal domain']"
0,Dai  &lt;#&gt;  naal eruku.,,,,
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,,
1,Hi Sir. This is Jessica from the customer care center of BOI Bank. We're pleased to announce our latest offering ChatBank a banking service accessible through your messaging app. As a token of gratitude you'll receive a complimentary gift voucher with your first transaction. Could you confirm if 7539518520 is your registered mobile number with ChatBank? Kindly provide your debit card details on the official ChatBank number for verification. Thank you. Perfect! Please wait while I update your details. You'll receive an OTP shortly to activate the ChatBank feature. Please share the OTP with me. Your ChatBank service is now active and your gift will be delivered within two days.,,,,
0,.Please charge my mobile when you get up in morning.,,,,
1,Hi there Mr. Kumar. This is DEF Pvt Ltd calling. We're delighted to inform you about our latest scheme catering to farmers in your region. Congratulations! You've been chosen to avail a loan from our company at a subsidized rate. We provide special loans of up to Rs 7 lakhs at an interest rate of only 2.25%! To proceed with the loan application please provide your bank account and Aadhaar details for verification.,,,,
0,"GIFTS Under Rs.1000. That's right! Get Extra Rs.100 OFF | Use Code DC100. Order cakes, flowers Now and surprise your loved ones. weurl.co/pg8kpQ Team FlowerAura",,,,
0,Ok lor...,,,,
0,Leave it de:-). Start Prepare for next:-)..,,,,
0,Oh is it! Which brand?,,,,
0,Then any special there?,,,,
0,2 laptop... I noe infra but too slow lar... I wan fast one,,,,
0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,,,,
0,Siva is in hostel aha:-.,,,,
0,I am taking half day leave bec i am not well,,,,
0,I need you to be in my strong arms...,,,,
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",,,,
1,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,,
1,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,,,,
0,"Aight fuck it, I'll get it later",,,,
0,Armand says get your ass over to epsilon,,,,
1,Urgent: Your Bank of Améríca account has been compromized. Please clíck on this link to verify your credentíals: https://b0fakewebsite.com/boa-secure-login,Phishing,"Authority, Social Engineering","Homograph Attack, Intentional spelling mistakes","[""Uses 'Authority' trick by claiming to be from a legitimate bank"", ""Employs 'Social Engineering' by creating a sense of urgency"", ""Homograph Attack: uses 'Améríca' instead of 'America' to make the URL appear legitimate"", ""Intentional spelling mistakes: 'compromized' and 'credentíals' are misspelled"", 'Asks for sensitive information (credentials) via a suspicious link']"
0,"Dear Valued Taxpayer, We've been trying to reach you regarding a tax refund of $250. Please visit our website at irs.gov/refundstatus to check the status of your refund. Sincerely, IRS Representative Jane Doe",Phishing,"Authority, Making Unsolicited Offers",Intentional spelling mistakes,"[""It's from a legitimate government agency"", 'The link is to an official government website', ""It's not asking for personal information"", ""It's not creating a sense of urgency"", ""It's not offering an unsolicited refund""]"
0,Watching tv lor...,,,,
0,Thanks for ve lovely wisheds. You rock,,,,
1,URGENT: Your acount has been compromized by unauthorised acces. The FBI is investigating and requsts you to verify your informations by clicking on this link http://bit.ly/3xYzWd,Phishing,"Authority, Using Vagueness to Avoid Questions",Intentional spelling mistakes,"['Uses authority (FBI) to create a sense of urgency and legitimacy', ""Uses vagueness ('unauthorised acces') to avoid questions and create fear"", ""Contains intentional spelling mistakes ('acount', 'requsts', 'informations') to make the message appear more authentic"", 'Asks the recipient to click on a suspicious link, which may lead to phishing or malware']"
0,Oh for fuck's sake she's in like tallahassee,,,,
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",,,,
0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,,
0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,,
1,"Hello, this is PASHMEENA Hotel responding to your inquiry about bookings on our website. How may I assist you today? Our rates are Rs 2800 per hour for bookings. Yes, we do offer rental options for our banquet hall. Certainly, it's available. To proceed with the pre-booking, a token amount of Rs 850/- is required to generate a token number. Additionally, there's a 22% discount for online payments made using your credit/debit card. Kindly provide me with your 16-digit card number, CVV, and card expiry date to process the payment.",,,,
0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",,,,
0,Lol. Well quality aint bad at all so i aint complaining,,,,
0,Can ü all decide faster cos my sis going home liao..,,,,
0,Ok no prob. Take ur time.,,,,
0,"It‘s £6 to get in, is that ok?",,,,
0,As in i want custom officer discount oh.,,,,
0,Am in film ill call you later.,,,,
0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,,,,
0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,,,,
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,,
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",,,,
0,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",,,,
1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",,,,
0,Ok...,,,,
0,You've always been the brainy one.,,,,
0,Me i'm not workin. Once i get job...,,,,
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,,
0,"Dear Customer, your UPPCL URBAN bill for Consumer Number :2136365000 of Rs 3431.0 is due on 15-11-2022. To pay your bill through ICICI Bank, visit bit.ly/38dFR6l. Please ignore, if already paid",,,,
0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,,
0,"Yes, my reg is  Ciao!",,,,
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,,
0,"NOTICE: We've detected unusual activity on your PayPal account. To ensure your security, please verify your identity within 24 hours. Click this link to confirm: https://www.paypal.com/verify?id=ABC123 or call us at 1-800-123-4567",Phishing,"Scarcity, Making False Guarantees",Homograph Attack,"[""The domain 'paypal.com' is legitimate and matches the company's official website"", 'The message provides an alternative contact method (phone number) for verification', 'The language used is informative and cautionary, rather than threatening or urgent']"
0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,,,,
0,Important: Your Apple ID subscription is about to expire in 24hrs. Renew now and get a FREE 1-month premium trial! https://apple.com/renew,Phishing,"Scarcity, Making Unsolicited Offers of Free Trials or Services",Homograph Attack,"['The message is from a legitimate source (Apple) and the link is from the official Apple domain.', 'The message is informing about an actual subscription expiration, not creating a false sense of urgency.', 'The offer of a free trial is a genuine promotion, not an unsolicited offer.']"
0,No objection. My bf not coming.,,,,
0,Are you angry with me. What happen dear,,,,
0,You're right I have now that I think about it,,,,
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),,,,
0,Yo you around? A friend of mine's lookin to pick up later tonight,,,,
0,U should have made an appointment,,,,
0,That was random saw my old roomate on campus. He graduated,,,,
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,,
0,Hey gals...U all wanna meet 4 dinner at nìte? ,,,,
0,There are no other charges after transfer charges and you can withdraw anyhow you like,,,,
0,What's the significance?,,,,
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",,,,
0,"Dear valued customer, this is to inform you that we've noticed unusual login attempts from a new device. Please click on this link to review recent activity and confirm it's you: https://secure.bankofamerica.com/login-activity. Thank you for helping us keep your account secure. -Bank of America Security Team",Phishing,"Authority, Building Rapport",Intentional spelling mistakes,"['The message is from a legitimate source (Bank of America) and the link is to a secure website (https) with a legitimate domain (bankofamerica.com)', ""The message is informative and doesn't create a sense of urgency or panic"", 'The message is asking the customer to review recent activity, not to provide sensitive information', 'The tone is helpful and collaborative, not threatening or coercive']"
0,"Sir, I need AXIS BANK account no and bank address.",,,,
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,,,,
1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,,
0,"To view statement of  A/c in Folio 1038074608 click https://cams.co.in/ACgC46AYtLx. Instructions for opening the stmt, click https://bit.ly/2kuenAT. ABSLMF",,,,
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,,,,
0,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,,,,
0,Not from this campus. Are you in the library?,,,,
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,,
0,In work now. Going have in few min.,,,,
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,,
0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,,,,
0,Ugh just got outta class,,,,
0,Oh k. . I will come tomorrow,,,,
0,I just really need shit before tomorrow and I know you won't be awake before like 6,,,,
0,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",,,,
0,Yes i have. So that's why u texted. Pshew...missing you so much,,,,
0,Just wait till end of march when el nino gets himself. Oh.,,,,
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,,
0,In the end she might still vomit but its okay. Not everything will come out.,,,,
0,"I want to show you the world, princess :) how about europe?",,,,
0,She ran off with a younger man. we will make pretty babies together :),,,,
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",,,,
0,I am waiting machan. Call me once you free.,,,,
0,K..k:)where are you?how did you performed?,,,,
0,Oh ho. Is this the first time u use these type of words,,,,
1,"Hello! We're excited to introduce our latest beta game version and invite you to be a part of the testing process. Download the app, play games, and provide feedback to earn Rs 7,500/- as a thank you gesture.",,,,
0,"Aight will do, thanks again for comin out",,,,
1,Hi Raju! I came across a fantastic opportunity to make money with minimum time and investment.You must buy THE BOYS company products for Rs 200 and you will get a mobile phone of Rs 10000/- for free.After you enrol three more peopleyou will get a commission of Rs 3000 per person as you bring more and more people under the scheme.,,,,
0,Dekhiye Bhojpuri blockbusters AD FREE! Action se bhari films leke aaya hai HAMAAR CANIMA sirf Airtel DTH CH651 pe Rs1.4/din. Call 9154052651 & subscribe,,,,
0,if you text on your way to cup stop that should work. And that should be BUS,,,,
